,x,y,Set,Image,Point
0,56,328,val,160,0
1,72,328,val,160,1
2,89,332,val,160,2
3,102,334,val,160,3
4,118,333,val,160,4
5,133,334,val,160,5
6,148,333,val,160,6
7,167,333,val,160,7
8,186,334,val,160,8
9,205,331,val,160,9
10,222,328,val,160,10
11,239,329,val,160,11
12,259,331,val,160,12
13,275,330,val,160,13
14,288,331,val,160,14
15,300,330,val,160,15
16,315,328,val,160,16
17,329,325,val,160,17
18,57,314,val,160,18
19,75,310,val,160,19
20,92,316,val,160,20
21,104,318,val,160,21
22,119,318,val,160,22
23,135,316,val,160,23
24,148,314,val,160,24
25,166,315,val,160,25
26,187,318,val,160,26
27,206,317,val,160,27
28,222,313,val,160,28
29,238,315,val,160,29
30,255,312,val,160,30
31,271,312,val,160,31
32,287,312,val,160,32
33,300,309,val,160,33
34,313,306,val,160,34
35,329,305,val,160,35
36,59,299,val,160,36
37,91,302,val,160,38
38,105,305,val,160,39
39,120,302,val,160,40
40,135,302,val,160,41
41,148,300,val,160,42
42,168,301,val,160,43
43,186,307,val,160,44
44,206,305,val,160,45
45,220,298,val,160,46
46,237,302,val,160,47
47,253,298,val,160,48
48,270,297,val,160,49
49,284,296,val,160,50
50,300,293,val,160,51
51,314,289,val,160,52
52,330,287,val,160,53
53,108,291,val,160,57
54,121,290,val,160,58
55,137,289,val,160,59
56,149,287,val,160,60
57,167,292,val,160,61
58,187,298,val,160,62
59,204,295,val,160,63
60,219,290,val,160,64
61,237,290,val,160,65
62,253,285,val,160,66
63,270,283,val,160,67
64,284,281,val,160,68
65,298,276,val,160,69
66,313,271,val,160,70
67,330,267,val,160,71
68,58,284,val,160,72
69,75,282,val,160,73
70,92,282,val,160,74
71,108,281,val,160,75
72,122,279,val,160,76
73,136,277,val,160,77
74,148,279,val,160,78
75,166,286,val,160,79
76,187,288,val,160,80
77,201,282,val,160,81
78,217,276,val,160,82
79,236,278,val,160,83
80,253,275,val,160,84
81,269,269,val,160,85
82,283,266,val,160,86
83,297,262,val,160,87
84,313,258,val,160,88
85,329,256,val,160,89
86,59,272,val,160,90
87,75,271,val,160,91
88,92,271,val,160,92
89,108,272,val,160,93
90,120,272,val,160,94
91,133,269,val,160,95
92,146,270,val,160,96
93,164,273,val,160,97
94,184,271,val,160,98
95,201,256,val,160,99
96,216,259,val,160,100
97,236,265,val,160,101
98,253,262,val,160,102
99,267,257,val,160,103
100,284,252,val,160,104
101,297,248,val,160,105
102,312,244,val,160,106
103,330,240,val,160,107
104,58,262,val,160,108
105,74,261,val,160,109
106,91,259,val,160,110
107,105,259,val,160,111
108,118,261,val,160,112
109,129,255,val,160,113
110,144,249,val,160,114
111,161,246,val,160,115
112,182,245,val,160,116
113,215,236,val,160,118
114,236,245,val,160,119
115,253,247,val,160,120
116,268,245,val,160,121
117,282,239,val,160,122
118,297,235,val,160,123
119,313,228,val,160,124
120,330,224,val,160,125
121,58,249,val,160,126
122,73,246,val,160,127
123,89,239,val,160,128
124,104,236,val,160,129
