,x,y,Set,Image,Point
0,56,335,val,160,0
1,73,334,val,160,1
2,87,333,val,160,2
3,106,333,val,160,3
4,117,331,val,160,4
5,129,331,val,160,5
6,133,330,val,160,6
7,149,331,val,160,7
8,172,332,val,160,8
9,195,317,val,160,9
10,220,312,val,160,10
11,243,322,val,160,11
12,270,333,val,160,12
13,304,331,val,160,13
14,308,329,val,160,14
15,314,331,val,160,15
16,324,329,val,160,16
17,337,325,val,160,17
18,58,317,val,160,18
19,72,311,val,160,19
20,87,313,val,160,20
21,104,315,val,160,21
22,119,313,val,160,22
23,131,312,val,160,23
24,135,310,val,160,24
25,154,308,val,160,25
26,174,306,val,160,26
27,197,293,val,160,27
28,225,291,val,160,28
29,246,303,val,160,29
30,282,304,val,160,30
31,309,308,val,160,31
32,302,310,val,160,32
33,311,306,val,160,33
34,324,302,val,160,34
35,338,301,val,160,35
36,55,302,val,160,36
37,87,299,val,160,38
38,102,299,val,160,39
39,118,296,val,160,40
40,129,294,val,160,41
41,136,293,val,160,42
42,153,291,val,160,43
43,173,288,val,160,44
44,200,271,val,160,45
45,223,268,val,160,46
46,248,285,val,160,47
47,283,285,val,160,48
48,310,285,val,160,49
49,295,287,val,160,50
50,306,284,val,160,51
51,319,283,val,160,52
52,336,281,val,160,53
53,100,282,val,160,57
54,117,278,val,160,58
55,129,277,val,160,59
56,135,277,val,160,60
57,156,272,val,160,61
58,177,270,val,160,62
59,200,256,val,160,63
60,223,254,val,160,64
61,248,268,val,160,65
62,286,269,val,160,66
63,310,268,val,160,67
64,292,269,val,160,68
65,304,267,val,160,69
66,318,266,val,160,70
67,333,270,val,160,71
68,56,279,val,160,72
69,73,270,val,160,73
70,88,268,val,160,74
71,103,266,val,160,75
72,118,262,val,160,76
73,129,261,val,160,77
74,136,260,val,160,78
75,156,255,val,160,79
76,179,256,val,160,80
77,203,246,val,160,81
78,223,240,val,160,82
79,249,250,val,160,83
80,289,254,val,160,84
81,305,253,val,160,85
82,287,256,val,160,86
83,299,257,val,160,87
84,316,260,val,160,88
85,333,262,val,160,89
86,56,258,val,160,90
87,73,256,val,160,91
88,88,253,val,160,92
89,103,250,val,160,93
90,117,247,val,160,94
91,128,246,val,160,95
92,137,247,val,160,96
93,157,246,val,160,97
94,180,245,val,160,98
95,205,232,val,160,99
96,226,237,val,160,100
97,250,240,val,160,101
98,289,243,val,160,102
99,292,243,val,160,103
100,286,247,val,160,104
101,302,248,val,160,105
102,315,252,val,160,106
103,333,256,val,160,107
104,54,239,val,160,108
105,71,238,val,160,109
106,89,236,val,160,110
107,103,236,val,160,111
108,117,235,val,160,112
109,129,234,val,160,113
110,142,233,val,160,114
111,160,231,val,160,115
112,183,229,val,160,116
113,226,220,val,160,118
114,257,231,val,160,119
115,292,240,val,160,120
116,292,232,val,160,121
117,288,235,val,160,122
118,300,235,val,160,123
119,313,241,val,160,124
120,333,247,val,160,125
121,55,226,val,160,126
122,71,222,val,160,127
123,89,220,val,160,128
124,102,218,val,160,129
125,118,218,val,160,130
126,130,216,val,160,131
127,143,215,val,160,132
128,162,212,val,160,133
129,186,207,val,160,134
130,258,211,val,160,137
131,293,217,val,160,138
132,287,227,val,160,139
133,285,240,val,160,140
134,296,227,val,160,141
135,313,230,val,160,142
136,328,237,val,160,143
137,54,202,val,160,144
138,71,200,val,160,145
139,89,199,val,160,146
140,103,198,val,160,147
141,118,198,val,160,148
142,130,198,val,160,149
143,145,198,val,160,150
144,164,195,val,160,151
145,191,186,val,160,152
146,236,191,val,160,154
147,265,192,val,160,155
148,295,196,val,160,156
149,283,205,val,160,157
150,281,215,val,160,158
151,297,226,val,160,159
152,313,232,val,160,160
153,330,241,val,160,161
154,54,177,val,160,162
155,71,180,val,160,163
156,90,181,val,160,164
157,104,183,val,160,165
158,118,184,val,160,166
159,131,181,val,160,167
160,147,181,val,160,168
161,166,179,val,160,169
162,192,165,val,160,170
163,239,173,val,160,172
164,268,174,val,160,173
165,294,177,val,160,174
166,280,182,val,160,175
167,283,192,val,160,176
168,299,202,val,160,177
169,313,207,val,160,178
170,330,215,val,160,179
171,51,158,val,160,180
172,71,161,val,160,181
173,89,164,val,160,182
174,103,165,val,160,183
175,117,165,val,160,184
176,130,165,val,160,185
177,148,164,val,160,186
178,165,159,val,160,187
179,241,154,val,160,190
180,268,159,val,160,191
181,293,161,val,160,192
182,278,162,val,160,193
183,281,168,val,160,194
184,297,176,val,160,195
185,313,177,val,160,196
186,331,182,val,160,197
187,53,138,val,160,198
188,71,143,val,160,199
189,90,145,val,160,200
190,103,144,val,160,201
191,118,145,val,160,202
192,130,145,val,160,203
193,147,143,val,160,204
194,166,140,val,160,205
195,237,135,val,160,208
196,265,141,val,160,209
197,291,144,val,160,210
198,276,145,val,160,211
199,282,148,val,160,212
200,297,146,val,160,213
201,316,146,val,160,214
202,334,145,val,160,215
203,52,118,val,160,216
204,72,125,val,160,217
205,91,127,val,160,218
206,105,125,val,160,219
207,118,126,val,160,220
208,130,131,val,160,221
209,146,130,val,160,222
210,166,128,val,160,223
211,228,126,val,160,226
212,257,121,val,160,227
213,282,125,val,160,228
214,275,125,val,160,229
215,281,123,val,160,230
216,299,121,val,160,231
217,315,116,val,160,232
218,335,113,val,160,233
219,54,102,val,160,234
220,70,113,val,160,235
221,89,116,val,160,236
222,106,115,val,160,237
223,118,114,val,160,238
224,130,115,val,160,239
225,145,115,val,160,240
226,165,110,val,160,241
227,219,110,val,160,244
228,246,111,val,160,245
229,273,112,val,160,246
230,269,110,val,160,247
231,281,103,val,160,248
232,296,97,val,160,249
233,317,95,val,160,250
234,332,89,val,160,251
235,55,99,val,160,252
236,70,100,val,160,253
237,87,101,val,160,254
238,104,98,val,160,255
239,118,101,val,160,256
240,130,102,val,160,257
241,145,101,val,160,258
242,164,94,val,160,259
243,213,97,val,160,262
244,238,99,val,160,263
245,255,97,val,160,264
246,268,97,val,160,265
247,283,95,val,160,266
248,300,91,val,160,267
249,312,77,val,160,268
250,332,71,val,160,269
251,54,84,val,160,270
252,70,84,val,160,271
253,87,83,val,160,272
254,103,87,val,160,273
255,117,86,val,160,274
256,129,87,val,160,275
257,145,85,val,160,276
258,162,74,val,160,277
259,208,83,val,160,280
260,232,85,val,160,281
261,251,84,val,160,282
262,264,86,val,160,283
263,280,82,val,160,284
264,295,79,val,160,285
265,314,78,val,160,286
266,332,75,val,160,287
267,57,76,val,160,288
268,69,71,val,160,289
269,85,72,val,160,290
270,100,75,val,160,291
271,116,71,val,160,292
272,126,72,val,160,293
273,141,69,val,160,294
274,205,72,val,160,298
275,231,71,val,160,299
276,251,67,val,160,300
277,264,69,val,160,301
278,278,69,val,160,302
279,295,68,val,160,303
280,309,64,val,160,304
281,328,64,val,160,305
282,55,63,val,160,306
283,82,60,val,160,308
284,97,61,val,160,309
285,109,56,val,160,310
286,120,55,val,160,311
287,137,57,val,160,312
288,203,57,val,160,316
289,229,57,val,160,317
290,260,54,val,160,319
291,277,54,val,160,320
292,294,52,val,160,321
293,311,51,val,160,322
294,322,50,val,160,323
295,58,334,val,161,0
296,74,332,val,161,1
297,86,332,val,161,2
298,105,332,val,161,3
299,119,331,val,161,4
300,129,331,val,161,5
301,134,328,val,161,6
302,150,331,val,161,7
303,171,332,val,161,8
304,197,318,val,161,9
305,224,313,val,161,10
306,243,322,val,161,11
307,268,333,val,161,12
308,300,332,val,161,13
309,303,329,val,161,14
310,313,333,val,161,15
311,323,330,val,161,16
312,336,327,val,161,17
313,58,316,val,161,18
314,73,311,val,161,19
315,88,314,val,161,20
316,104,314,val,161,21
317,118,311,val,161,22
318,130,310,val,161,23
319,136,309,val,161,24
320,155,308,val,161,25
321,175,306,val,161,26
322,198,294,val,161,27
323,226,293,val,161,28
324,246,303,val,161,29
325,279,305,val,161,30
326,305,308,val,161,31
327,301,311,val,161,32
328,310,307,val,161,33
329,322,304,val,161,34
330,337,299,val,161,35
331,56,301,val,161,36
332,86,297,val,161,38
333,102,299,val,161,39
334,117,295,val,161,40
335,130,293,val,161,41
336,137,292,val,161,42
337,154,292,val,161,43
338,173,290,val,161,44
339,200,277,val,161,45
340,224,274,val,161,46
341,249,286,val,161,47
342,277,287,val,161,48
343,305,287,val,161,49
344,294,289,val,161,50
345,305,287,val,161,51
346,318,285,val,161,52
347,335,283,val,161,53
348,101,283,val,161,57
349,116,279,val,161,58
350,129,278,val,161,59
351,136,277,val,161,60
352,154,275,val,161,61
353,177,271,val,161,62
354,200,260,val,161,63
355,223,259,val,161,64
356,250,270,val,161,65
357,280,273,val,161,66
358,304,270,val,161,67
359,290,271,val,161,68
360,302,269,val,161,69
361,314,268,val,161,70
362,333,268,val,161,71
363,55,281,val,161,72
364,73,271,val,161,73
365,86,269,val,161,74
366,101,268,val,161,75
367,117,264,val,161,76
368,128,263,val,161,77
369,137,262,val,161,78
