,x,y,Set,Image,Point
0,57,320,val,160,0
1,73,323,val,160,1
2,88,327,val,160,2
3,103,329,val,160,3
4,119,330,val,160,4
5,136,328,val,160,5
6,151,326,val,160,6
7,166,327,val,160,7
8,184,328,val,160,8
9,200,328,val,160,9
10,215,323,val,160,10
11,232,324,val,160,11
12,246,328,val,160,12
13,260,328,val,160,13
14,277,329,val,160,14
15,297,328,val,160,15
16,315,326,val,160,16
17,331,325,val,160,17
18,58,305,val,160,18
19,73,303,val,160,19
20,89,310,val,160,20
21,102,312,val,160,21
22,119,311,val,160,22
23,135,310,val,160,23
24,148,308,val,160,24
25,165,309,val,160,25
26,180,313,val,160,26
27,201,310,val,160,27
28,215,308,val,160,28
29,230,312,val,160,29
30,247,309,val,160,30
31,260,310,val,160,31
32,279,308,val,160,32
33,296,307,val,160,33
34,314,308,val,160,34
35,330,308,val,160,35
36,58,289,val,160,36
37,89,296,val,160,38
38,104,301,val,160,39
39,118,298,val,160,40
40,134,295,val,160,41
41,149,293,val,160,42
42,165,292,val,160,43
43,180,297,val,160,44
44,202,293,val,160,45
45,215,290,val,160,46
46,229,298,val,160,47
47,245,293,val,160,48
48,261,294,val,160,49
49,281,293,val,160,50
50,297,292,val,160,51
51,313,292,val,160,52
52,330,292,val,160,53
53,105,285,val,160,57
54,119,282,val,160,58
55,133,280,val,160,59
56,148,278,val,160,60
57,165,278,val,160,61
58,184,282,val,160,62
59,201,280,val,160,63
60,216,279,val,160,64
61,229,283,val,160,65
62,245,280,val,160,66
63,263,278,val,160,67
64,280,278,val,160,68
65,298,277,val,160,69
66,313,276,val,160,70
67,331,276,val,160,71
68,59,275,val,160,72
69,72,275,val,160,73
70,88,275,val,160,74
71,104,271,val,160,75
72,120,268,val,160,76
73,135,265,val,160,77
74,150,263,val,160,78
75,166,265,val,160,79
76,185,271,val,160,80
77,200,270,val,160,81
78,216,269,val,160,82
79,231,270,val,160,83
80,245,267,val,160,84
81,262,265,val,160,85
82,280,265,val,160,86
83,297,265,val,160,87
84,313,265,val,160,88
85,331,264,val,160,89
86,59,261,val,160,90
87,73,262,val,160,91
88,88,260,val,160,92
89,105,256,val,160,93
90,119,254,val,160,94
91,134,253,val,160,95
92,150,253,val,160,96
93,168,259,val,160,97
94,185,261,val,160,98
95,199,254,val,160,99
96,216,258,val,160,100
97,231,260,val,160,101
98,245,256,val,160,102
99,263,254,val,160,103
100,281,254,val,160,104
101,299,253,val,160,105
102,313,251,val,160,106
103,332,250,val,160,107
104,59,247,val,160,108
105,73,245,val,160,109
106,89,244,val,160,110
107,104,245,val,160,111
108,119,247,val,160,112
109,134,242,val,160,113
110,149,244,val,160,114
111,167,245,val,160,115
112,183,245,val,160,116
113,216,239,val,160,118
114,231,244,val,160,119
115,247,245,val,160,120
116,264,244,val,160,121
117,283,243,val,160,122
118,298,241,val,160,123
119,313,236,val,160,124
120,331,235,val,160,125
121,58,235,val,160,126
122,73,233,val,160,127
123,90,231,val,160,128
124,104,229,val,160,129
125,119,228,val,160,130
126,135,225,val,160,131
127,148,228,val,160,132
128,167,228,val,160,133
129,182,227,val,160,134
130,232,227,val,160,137
131,248,226,val,160,138
132,264,228,val,160,139
133,282,232,val,160,140
134,297,230,val,160,141
135,313,225,val,160,142
136,329,223,val,160,143
137,57,210,val,160,144
138,73,209,val,160,145
139,89,210,val,160,146
140,104,210,val,160,147
141,119,208,val,160,148
142,134,206,val,160,149
143,150,206,val,160,150
144,167,207,val,160,151
145,184,200,val,160,152
146,218,205,val,160,154
147,233,205,val,160,155
148,250,206,val,160,156
149,266,209,val,160,157
150,280,209,val,160,158
151,297,211,val,160,159
152,313,209,val,160,160
153,329,208,val,160,161
154,57,189,val,160,162
155,73,190,val,160,163
156,89,188,val,160,164
157,103,189,val,160,165
158,120,189,val,160,166
159,134,188,val,160,167
160,151,188,val,160,168
161,170,183,val,160,169
162,186,174,val,160,170
163,220,181,val,160,172
164,235,183,val,160,173
165,251,184,val,160,174
166,266,185,val,160,175
167,282,188,val,160,176
168,298,188,val,160,177
169,313,187,val,160,178
170,329,185,val,160,179
171,56,169,val,160,180
172,73,170,val,160,181
173,89,171,val,160,182
174,102,170,val,160,183
175,120,171,val,160,184
176,135,169,val,160,185
177,151,167,val,160,186
178,169,161,val,160,187
179,219,161,val,160,190
180,235,160,val,160,191
181,252,162,val,160,192
182,266,162,val,160,193
183,280,165,val,160,194
184,296,166,val,160,195
185,314,165,val,160,196
186,330,164,val,160,197
187,57,150,val,160,198
188,72,151,val,160,199
189,87,152,val,160,200
190,101,150,val,160,201
191,120,149,val,160,202
192,135,146,val,160,203
193,152,143,val,160,204
194,171,139,val,160,205
195,219,140,val,160,208
196,236,140,val,160,209
197,254,141,val,160,210
198,265,141,val,160,211
199,280,145,val,160,212
200,298,147,val,160,213
201,314,147,val,160,214
202,330,145,val,160,215
203,56,129,val,160,216
204,70,129,val,160,217
205,87,129,val,160,218
206,102,127,val,160,219
207,118,125,val,160,220
208,134,127,val,160,221
209,151,128,val,160,222
210,171,122,val,160,223
211,219,127,val,160,226
212,235,122,val,160,227
213,254,124,val,160,228
214,265,125,val,160,229
215,282,126,val,160,230
216,299,128,val,160,231
217,314,129,val,160,232
218,332,128,val,160,233
219,56,110,val,160,234
220,70,110,val,160,235
221,86,114,val,160,236
222,101,114,val,160,237
223,118,113,val,160,238
224,133,112,val,160,239
225,152,112,val,160,240
226,170,108,val,160,241
227,219,114,val,160,244
228,235,111,val,160,245
229,253,110,val,160,246
230,266,109,val,160,247
231,281,111,val,160,248
232,299,113,val,160,249
233,316,113,val,160,250
234,332,113,val,160,251
235,55,97,val,160,252
236,71,94,val,160,253
237,86,97,val,160,254
238,102,99,val,160,255
239,117,100,val,160,256
240,131,102,val,160,257
241,151,99,val,160,258
242,168,91,val,160,259
243,220,102,val,160,262
244,234,98,val,160,263
245,250,97,val,160,264
246,265,97,val,160,265
247,282,98,val,160,266
248,300,98,val,160,267
249,315,98,val,160,268
250,333,96,val,160,269
251,55,82,val,160,270
252,70,80,val,160,271
253,86,83,val,160,272
254,101,84,val,160,273
255,117,87,val,160,274
256,130,86,val,160,275
257,149,84,val,160,276
258,168,73,val,160,277
259,222,87,val,160,280
260,235,84,val,160,281
261,247,83,val,160,282
262,263,85,val,160,283
263,280,85,val,160,284
264,299,84,val,160,285
265,315,85,val,160,286
266,334,84,val,160,287
267,52,69,val,160,288
268,71,65,val,160,289
269,86,69,val,160,290
270,101,70,val,160,291
271,116,70,val,160,292
272,131,69,val,160,293
273,149,66,val,160,294
274,221,73,val,160,298
275,235,69,val,160,299
276,247,65,val,160,300
277,263,69,val,160,301
278,279,69,val,160,302
279,298,70,val,160,303
280,314,69,val,160,304
281,331,68,val,160,305
282,53,53,val,160,306
283,84,55,val,160,308
284,102,55,val,160,309
285,115,53,val,160,310
286,131,52,val,160,311
287,154,50,val,160,312
288,217,56,val,160,316
289,234,56,val,160,317
290,260,52,val,160,319
291,278,54,val,160,320
292,295,53,val,160,321
293,312,53,val,160,322
294,330,53,val,160,323
295,59,318,val,161,0
296,73,321,val,161,1
297,89,326,val,161,2
298,104,327,val,161,3
299,120,328,val,161,4
300,138,327,val,161,5
301,153,325,val,161,6
302,169,326,val,161,7
303,186,328,val,161,8
304,201,329,val,161,9
305,216,324,val,161,10
306,233,325,val,161,11
307,248,328,val,161,12
308,261,328,val,161,13
309,279,328,val,161,14
310,297,328,val,161,15
311,312,327,val,161,16
312,330,327,val,161,17
313,57,301,val,161,18
314,73,303,val,161,19
315,89,308,val,161,20
316,104,311,val,161,21
317,121,310,val,161,22
318,137,309,val,161,23
