,x,y,Set,Image,Point
0,54,325,val,160,0
1,69,324,val,160,1
2,81,328,val,160,2
3,97,330,val,160,3
4,112,330,val,160,4
5,125,330,val,160,5
6,135,329,val,160,6
7,156,331,val,160,7
8,176,329,val,160,8
9,197,322,val,160,9
10,217,318,val,160,10
11,234,325,val,160,11
12,254,331,val,160,12
13,275,333,val,160,13
14,289,331,val,160,14
15,301,332,val,160,15
16,313,330,val,160,16
17,327,328,val,160,17
18,53,309,val,160,18
19,67,305,val,160,19
20,82,310,val,160,20
21,98,313,val,160,21
22,115,313,val,160,22
23,127,312,val,160,23
24,138,311,val,160,24
25,159,309,val,160,25
26,179,309,val,160,26
27,200,303,val,160,27
28,217,300,val,160,28
29,232,309,val,160,29
30,256,312,val,160,30
31,278,316,val,160,31
32,286,316,val,160,32
33,301,311,val,160,33
34,315,309,val,160,34
35,330,307,val,160,35
36,53,292,val,160,36
37,81,295,val,160,38
38,98,298,val,160,39
39,116,297,val,160,40
40,129,295,val,160,41
41,141,294,val,160,42
42,161,292,val,160,43
43,181,292,val,160,44
44,203,278,val,160,45
45,219,276,val,160,46
46,232,294,val,160,47
47,253,296,val,160,48
48,276,298,val,160,49
49,289,296,val,160,50
50,301,294,val,160,51
51,316,292,val,160,52
52,331,291,val,160,53
53,100,284,val,160,57
54,118,281,val,160,58
55,133,278,val,160,59
56,144,275,val,160,60
57,164,273,val,160,61
58,184,273,val,160,62
59,202,263,val,160,63
60,217,261,val,160,64
61,234,278,val,160,65
62,255,281,val,160,66
63,274,280,val,160,67
64,286,278,val,160,68
65,301,277,val,160,69
66,315,277,val,160,70
67,330,277,val,160,71
68,54,273,val,160,72
69,68,270,val,160,73
70,86,269,val,160,74
71,102,268,val,160,75
72,121,264,val,160,76
73,134,259,val,160,77
74,147,259,val,160,78
75,165,257,val,160,79
76,184,259,val,160,80
77,203,249,val,160,81
78,217,248,val,160,82
79,235,260,val,160,83
80,255,264,val,160,84
81,273,264,val,160,85
82,286,263,val,160,86
83,300,262,val,160,87
84,314,263,val,160,88
85,328,264,val,160,89
86,53,255,val,160,90
87,71,252,val,160,91
88,88,251,val,160,92
89,105,249,val,160,93
90,122,245,val,160,94
91,135,245,val,160,95
92,148,242,val,160,96
93,166,244,val,160,97
94,184,243,val,160,98
95,204,232,val,160,99
96,219,236,val,160,100
97,235,244,val,160,101
98,255,248,val,160,102
99,271,247,val,160,103
100,286,248,val,160,104
101,300,246,val,160,105
102,314,245,val,160,106
103,329,244,val,160,107
104,54,237,val,160,108
105,70,237,val,160,109
106,88,235,val,160,110
107,106,235,val,160,111
108,123,236,val,160,112
109,135,234,val,160,113
110,149,230,val,160,114
111,166,230,val,160,115
112,185,226,val,160,116
113,221,218,val,160,118
114,237,230,val,160,119
115,258,236,val,160,120
116,270,234,val,160,121
117,285,233,val,160,122
118,298,231,val,160,123
119,313,229,val,160,124
120,331,227,val,160,125
121,54,226,val,160,126
122,72,224,val,160,127
123,88,223,val,160,128
124,105,222,val,160,129
125,123,220,val,160,130
126,135,215,val,160,131
127,148,214,val,160,132
128,167,209,val,160,133
129,188,205,val,160,134
130,239,211,val,160,137
131,259,216,val,160,138
132,272,220,val,160,139
133,285,224,val,160,140
134,298,222,val,160,141
135,313,217,val,160,142
136,330,216,val,160,143
137,54,206,val,160,144
138,71,206,val,160,145
139,87,205,val,160,146
140,106,202,val,160,147
141,122,201,val,160,148
142,135,199,val,160,149
143,150,198,val,160,150
144,168,193,val,160,151
145,187,186,val,160,152
146,224,189,val,160,154
147,241,194,val,160,155
148,260,196,val,160,156
149,271,200,val,160,157
150,283,204,val,160,158
151,298,205,val,160,159
152,312,205,val,160,160
153,329,209,val,160,161
154,55,186,val,160,162
155,72,188,val,160,163
156,88,187,val,160,164
157,106,186,val,160,165
158,122,185,val,160,166
159,135,181,val,160,167
160,150,181,val,160,168
161,169,176,val,160,169
162,187,164,val,160,170
163,225,173,val,160,172
164,242,175,val,160,173
165,262,179,val,160,174
166,273,182,val,160,175
167,283,185,val,160,176
168,298,188,val,160,177
169,312,188,val,160,178
170,329,192,val,160,179
171,55,169,val,160,180
172,71,170,val,160,181
173,89,169,val,160,182
174,105,167,val,160,183
175,120,166,val,160,184
176,133,164,val,160,185
177,150,163,val,160,186
178,168,156,val,160,187
179,225,153,val,160,190
180,242,160,val,160,191
181,262,163,val,160,192
182,271,165,val,160,193
183,282,167,val,160,194
184,297,170,val,160,195
185,312,172,val,160,196
186,330,174,val,160,197
187,54,152,val,160,198
188,72,152,val,160,199
189,88,152,val,160,200
190,104,147,val,160,201
191,119,145,val,160,202
192,131,142,val,160,203
193,148,141,val,160,204
194,165,139,val,160,205
195,223,137,val,160,208
196,243,140,val,160,209
197,261,144,val,160,210
198,270,147,val,160,211
199,282,152,val,160,212
200,297,154,val,160,213
201,312,156,val,160,214
202,331,160,val,160,215
203,54,127,val,160,216
204,72,128,val,160,217
205,88,127,val,160,218
206,103,124,val,160,219
207,117,124,val,160,220
208,128,125,val,160,221
209,146,125,val,160,222
210,165,121,val,160,223
211,219,123,val,160,226
212,239,123,val,160,227
213,258,128,val,160,228
214,269,130,val,160,229
215,282,132,val,160,230
216,297,137,val,160,231
217,313,139,val,160,232
218,331,143,val,160,233
219,55,108,val,160,234
220,70,110,val,160,235
221,88,108,val,160,236
222,103,107,val,160,237
223,114,107,val,160,238
224,127,109,val,160,239
225,146,108,val,160,240
226,166,102,val,160,241
227,215,107,val,160,244
228,235,109,val,160,245
229,255,111,val,160,246
230,269,113,val,160,247
231,282,115,val,160,248
232,297,117,val,160,249
233,311,120,val,160,250
234,331,121,val,160,251
235,53,93,val,160,252
236,70,90,val,160,253
237,88,90,val,160,254
238,103,92,val,160,255
239,118,94,val,160,256
240,131,96,val,160,257
241,148,93,val,160,258
242,169,85,val,160,259
243,215,91,val,160,262
244,234,95,val,160,263
245,252,96,val,160,264
246,269,97,val,160,265
247,283,100,val,160,266
248,299,101,val,160,267
249,313,101,val,160,268
250,333,102,val,160,269
251,53,78,val,160,270
252,68,75,val,160,271
253,87,75,val,160,272
254,104,78,val,160,273
255,119,80,val,160,274
256,132,81,val,160,275
257,150,79,val,160,276
258,167,68,val,160,277
259,212,77,val,160,280
260,232,79,val,160,281
261,252,79,val,160,282
262,268,81,val,160,283
263,284,84,val,160,284
264,300,84,val,160,285
265,314,84,val,160,286
266,333,84,val,160,287
267,54,68,val,160,288
268,69,61,val,160,289
269,87,66,val,160,290
270,104,65,val,160,291
271,119,66,val,160,292
272,131,65,val,160,293
273,150,63,val,160,294
274,209,65,val,160,298
275,231,66,val,160,299
276,251,62,val,160,300
277,267,66,val,160,301
278,283,69,val,160,302
279,300,69,val,160,303
280,314,68,val,160,304
281,334,67,val,160,305
282,54,53,val,160,306
283,86,53,val,160,308
284,104,51,val,160,309
285,120,52,val,160,310
286,131,50,val,160,311
287,152,51,val,160,312
288,206,50,val,160,316
289,231,51,val,160,317
290,266,49,val,160,319
291,283,54,val,160,320
292,298,52,val,160,321
293,315,53,val,160,322
294,332,53,val,160,323
295,54,325,val,161,0
296,68,326,val,161,1
297,82,327,val,161,2
298,97,330,val,161,3
299,113,330,val,161,4
300,125,329,val,161,5
301,137,328,val,161,6
302,156,330,val,161,7
303,177,330,val,161,8
304,197,323,val,161,9
305,218,319,val,161,10
306,235,325,val,161,11
307,254,330,val,161,12
308,272,332,val,161,13
309,287,331,val,161,14
310,300,332,val,161,15
311,313,331,val,161,16
312,327,330,val,161,17
313,52,309,val,161,18
314,66,307,val,161,19
315,82,310,val,161,20
316,98,313,val,161,21
317,115,314,val,161,22
318,128,312,val,161,23
319,139,312,val,161,24
320,160,310,val,161,25
321,181,308,val,161,26
322,200,302,val,161,27
323,218,302,val,161,28
324,234,310,val,161,29
325,254,312,val,161,30
326,274,315,val,161,31
327,284,314,val,161,32
328,299,313,val,161,33
329,316,309,val,161,34
330,328,306,val,161,35
331,51,293,val,161,36
332,81,293,val,161,38
333,98,298,val,161,39
334,115,297,val,161,40
335,128,297,val,161,41
336,143,295,val,161,42
337,162,294,val,161,43
338,182,292,val,161,44
339,203,280,val,161,45
340,218,279,val,161,46
341,234,296,val,161,47
342,252,298,val,161,48
343,274,297,val,161,49
344,287,297,val,161,50
345,299,293,val,161,51
346,315,292,val,161,52
347,329,292,val,161,53
348,99,282,val,161,57
349,117,280,val,161,58
350,132,279,val,161,59
351,145,276,val,161,60
352,164,273,val,161,61
353,184,270,val,161,62
354,204,262,val,161,63
355,217,263,val,161,64
356,236,278,val,161,65
357,254,283,val,161,66
358,273,282,val,161,67
359,284,280,val,161,68
360,300,279,val,161,69
361,314,277,val,161,70
362,330,277,val,161,71
363,53,275,val,161,72
364,68,268,val,161,73
365,85,266,val,161,74
366,101,265,val,161,75
367,118,261,val,161,76
368,132,258,val,161,77
369,149,255,val,161,78
370,166,255,val,161,79
371,183,254,val,161,80
372,203,247,val,161,81
373,219,247,val,161,82
374,236,259,val,161,83
375,254,265,val,161,84
376,271,264,val,161,85
377,284,264,val,161,86
378,298,264,val,161,87
379,314,263,val,161,88
380,326,266,val,161,89
381,52,252,val,161,90
382,69,249,val,161,91
383,87,247,val,161,92
384,103,244,val,161,93
385,119,243,val,161,94
386,135,242,val,161,95
387,149,239,val,161,96
388,166,242,val,161,97
389,183,238,val,161,98
390,204,232,val,161,99
391,218,236,val,161,100
392,236,243,val,161,101
393,252,248,val,161,102
394,269,247,val,161,103
395,286,249,val,161,104
396,299,248,val,161,105
397,314,246,val,161,106
398,328,248,val,161,107
399,55,233,val,161,108
400,71,232,val,161,109
401,88,231,val,161,110
402,104,232,val,161,111
403,121,233,val,161,112
404,134,230,val,161,113
405,149,230,val,161,114
406,167,229,val,161,115
407,184,224,val,161,116
408,218,219,val,161,118
409,237,231,val,161,119
410,254,236,val,161,120
411,269,234,val,161,121
412,285,235,val,161,122
413,298,234,val,161,123
414,314,233,val,161,124
415,330,231,val,161,125
416,54,222,val,161,126
417,72,222,val,161,127
418,86,221,val,161,128
419,103,221,val,161,129
420,120,219,val,161,130
421,134,214,val,161,131
422,149,213,val,161,132
423,166,209,val,161,133
424,187,208,val,161,134
425,236,213,val,161,137
426,255,218,val,161,138
427,269,220,val,161,139
428,284,224,val,161,140
429,298,222,val,161,141
430,313,219,val,161,142
431,332,218,val,161,143
432,53,203,val,161,144
433,71,203,val,161,145
434,86,203,val,161,146
435,105,201,val,161,147
436,122,200,val,161,148
437,135,199,val,161,149
438,150,198,val,161,150
439,167,196,val,161,151
440,188,189,val,161,152
441,223,192,val,161,154
442,238,195,val,161,155
443,256,198,val,161,156
444,268,203,val,161,157
445,281,205,val,161,158
446,299,206,val,161,159
447,312,204,val,161,160
448,328,208,val,161,161
449,54,184,val,161,162
450,71,186,val,161,163
451,87,186,val,161,164
452,106,186,val,161,165
453,122,186,val,161,166
454,135,183,val,161,167
455,150,182,val,161,168
456,168,177,val,161,169
457,190,170,val,161,170
458,225,174,val,161,172
459,239,177,val,161,173
460,258,180,val,161,174
461,269,184,val,161,175
462,281,186,val,161,176
463,297,189,val,161,177
464,313,189,val,161,178
465,329,191,val,161,179
466,54,168,val,161,180
467,71,169,val,161,181
468,89,169,val,161,182
469,105,168,val,161,183
470,121,167,val,161,184
471,133,166,val,161,185
472,150,163,val,161,186
473,169,158,val,161,187
474,224,156,val,161,190
475,239,162,val,161,191
476,257,164,val,161,192
477,269,166,val,161,193
478,280,168,val,161,194
479,296,170,val,161,195
480,312,172,val,161,196
481,330,175,val,161,197
482,54,151,val,161,198
483,72,152,val,161,199
484,89,152,val,161,200
485,104,148,val,161,201
486,119,146,val,161,202
487,132,144,val,161,203
488,148,140,val,161,204
489,168,140,val,161,205
490,224,139,val,161,208
491,241,143,val,161,209
492,258,145,val,161,210
493,268,147,val,161,211
494,282,150,val,161,212
495,296,153,val,161,213
496,312,155,val,161,214
497,332,160,val,161,215
498,53,127,val,161,216
499,74,129,val,161,217
500,89,127,val,161,218
501,104,125,val,161,219
502,119,125,val,161,220
503,130,125,val,161,221
504,148,125,val,161,222
505,168,123,val,161,223
506,221,126,val,161,226
507,239,124,val,161,227
508,257,127,val,161,228
509,269,130,val,161,229
510,282,132,val,161,230
511,296,137,val,161,231
512,312,138,val,161,232
513,332,142,val,161,233
514,54,108,val,161,234
515,70,109,val,161,235
516,87,109,val,161,236
517,103,109,val,161,237
518,117,108,val,161,238
519,129,110,val,161,239
520,149,109,val,161,240
521,172,106,val,161,241
522,218,109,val,161,244
523,237,111,val,161,245
524,254,112,val,161,246
525,269,113,val,161,247
526,282,113,val,161,248
527,296,115,val,161,249
528,312,118,val,161,250
529,331,119,val,161,251
530,53,92,val,161,252
531,71,90,val,161,253
532,88,90,val,161,254
533,105,93,val,161,255
534,118,93,val,161,256
535,132,96,val,161,257
536,151,94,val,161,258
537,172,88,val,161,259
538,216,95,val,161,262
539,237,97,val,161,263
540,252,99,val,161,264
541,269,97,val,161,265
542,281,101,val,161,266
543,297,99,val,161,267
544,312,101,val,161,268
545,331,100,val,161,269
546,52,77,val,161,270
547,69,74,val,161,271
548,88,76,val,161,272
549,103,77,val,161,273
550,119,80,val,161,274
551,132,81,val,161,275
552,151,79,val,161,276
553,173,73,val,161,277
554,216,81,val,161,280
555,234,83,val,161,281
556,253,82,val,161,282
557,269,81,val,161,283
558,284,83,val,161,284
559,299,83,val,161,285
560,312,83,val,161,286
561,332,84,val,161,287
562,55,69,val,161,288
563,70,61,val,161,289
564,87,65,val,161,290
565,103,66,val,161,291
566,119,66,val,161,292
567,130,65,val,161,293
568,151,63,val,161,294
569,167,54,val,161,295
570,214,65,val,161,298
571,233,67,val,161,299
572,251,64,val,161,300
573,267,67,val,161,301
574,283,69,val,161,302
575,298,69,val,161,303
576,314,66,val,161,304
577,335,67,val,161,305
578,56,59,val,161,306
579,86,54,val,161,308
580,104,51,val,161,309
581,118,51,val,161,310
582,131,50,val,161,311
583,150,50,val,161,312
584,210,51,val,161,316
585,231,50,val,161,317
586,267,49,val,161,319
587,284,54,val,161,320
588,298,54,val,161,321
589,315,53,val,161,322
590,333,54,val,161,323
591,54,324,val,162,0
592,69,326,val,162,1
593,83,325,val,162,2
594,97,330,val,162,3
595,112,330,val,162,4
596,125,330,val,162,5
597,136,328,val,162,6
598,155,331,val,162,7
599,176,331,val,162,8
600,196,324,val,162,9
601,215,319,val,162,10
602,232,325,val,162,11
603,254,331,val,162,12
604,275,333,val,162,13
605,289,333,val,162,14
606,302,333,val,162,15
607,315,331,val,162,16
608,327,329,val,162,17
609,53,309,val,162,18
610,67,306,val,162,19
611,81,310,val,162,20
612,98,313,val,162,21
613,114,313,val,162,22
614,127,312,val,162,23
615,138,312,val,162,24
616,159,310,val,162,25
617,179,308,val,162,26
618,197,303,val,162,27
619,214,302,val,162,28
620,232,312,val,162,29
621,254,313,val,162,30
622,275,314,val,162,31
623,287,315,val,162,32
624,301,314,val,162,33
625,314,310,val,162,34
626,329,307,val,162,35
627,53,292,val,162,36
628,81,294,val,162,38
629,98,298,val,162,39
630,116,297,val,162,40
631,129,296,val,162,41
632,142,295,val,162,42
633,160,294,val,162,43
634,180,292,val,162,44
635,199,285,val,162,45
636,215,284,val,162,46
637,231,296,val,162,47
638,250,298,val,162,48
639,272,295,val,162,49
640,286,297,val,162,50
641,300,295,val,162,51
642,314,294,val,162,52
643,328,293,val,162,53
644,100,283,val,162,57
645,117,282,val,162,58
646,132,279,val,162,59
647,146,278,val,162,60
648,162,274,val,162,61
649,181,276,val,162,62
650,198,270,val,162,63
651,213,269,val,162,64
652,231,280,val,162,65
653,250,282,val,162,66
654,271,279,val,162,67
655,284,278,val,162,68
656,300,278,val,162,69
657,313,278,val,162,70
658,328,277,val,162,71
659,53,274,val,162,72
660,69,270,val,162,73
661,86,268,val,162,74
662,102,268,val,162,75
663,120,263,val,162,76
664,133,262,val,162,77
665,148,260,val,162,78
666,163,261,val,162,79
667,182,259,val,162,80
668,196,252,val,162,81
669,210,252,val,162,82
670,231,263,val,162,83
671,251,265,val,162,84
672,269,262,val,162,85
673,284,262,val,162,86
674,299,262,val,162,87
675,313,262,val,162,88
676,328,265,val,162,89
677,53,256,val,162,90
678,70,250,val,162,91
679,86,250,val,162,92
680,103,248,val,162,93
681,121,249,val,162,94
682,134,247,val,162,95
683,150,244,val,162,96
684,164,247,val,162,97
685,181,241,val,162,98
686,198,235,val,162,99
687,213,239,val,162,100
688,229,246,val,162,101
689,248,249,val,162,102
690,266,245,val,162,103
691,284,245,val,162,104
692,300,245,val,162,105
693,314,245,val,162,106
694,329,245,val,162,107
695,53,238,val,162,108
696,71,234,val,162,109
697,88,233,val,162,110
698,104,234,val,162,111
699,120,238,val,162,112
700,135,234,val,162,113
701,148,232,val,162,114
702,164,231,val,162,115
703,182,224,val,162,116
704,198,218,val,162,117
705,214,220,val,162,118
706,231,231,val,162,119
707,249,237,val,162,120
708,265,233,val,162,121
709,284,232,val,162,122
710,298,231,val,162,123
711,314,230,val,162,124
712,331,229,val,162,125
713,54,226,val,162,126
714,71,224,val,162,127
715,87,223,val,162,128
716,103,222,val,162,129
717,121,220,val,162,130
718,135,215,val,162,131
719,147,214,val,162,132
720,164,212,val,162,133
721,184,207,val,162,134
722,216,204,val,162,136
723,233,214,val,162,137
724,251,218,val,162,138
725,267,220,val,162,139
726,283,222,val,162,140
727,297,221,val,162,141
728,312,216,val,162,142
729,330,215,val,162,143
730,54,209,val,162,144
731,71,206,val,162,145
732,86,204,val,162,146
733,103,201,val,162,147
734,121,200,val,162,148
735,133,199,val,162,149
736,148,199,val,162,150
737,164,197,val,162,151
738,185,189,val,162,152
739,217,191,val,162,154
740,238,194,val,162,155
741,257,198,val,162,156
742,267,201,val,162,157
743,281,203,val,162,158
744,299,204,val,162,159
745,312,203,val,162,160
746,329,206,val,162,161
747,53,189,val,162,162
748,71,189,val,162,163
749,86,188,val,162,164
750,106,186,val,162,165
751,121,187,val,162,166
752,133,183,val,162,167
753,148,182,val,162,168
754,166,178,val,162,169
755,185,169,val,162,170
756,220,173,val,162,172
757,241,178,val,162,173
758,261,181,val,162,174
759,269,183,val,162,175
760,282,183,val,162,176
761,298,187,val,162,177
762,312,188,val,162,178
763,329,190,val,162,179
764,53,169,val,162,180
765,70,171,val,162,181
766,88,169,val,162,182
767,104,169,val,162,183
768,120,167,val,162,184
769,132,165,val,162,185
770,148,162,val,162,186
771,166,158,val,162,187
772,186,152,val,162,188
773,223,156,val,162,190
774,243,163,val,162,191
775,263,164,val,162,192
776,272,165,val,162,193
777,282,168,val,162,194
778,297,169,val,162,195
779,312,171,val,162,196
780,330,174,val,162,197
781,53,152,val,162,198
782,70,153,val,162,199
783,88,152,val,162,200
784,102,147,val,162,201
785,117,146,val,162,202
786,130,144,val,162,203
787,147,141,val,162,204
788,166,139,val,162,205
789,185,132,val,162,206
790,224,140,val,162,208
791,246,147,val,162,209
792,265,147,val,162,210
793,270,148,val,162,211
794,282,150,val,162,212
795,295,153,val,162,213
796,312,155,val,162,214
797,331,161,val,162,215
798,53,128,val,162,216
799,70,130,val,162,217
800,88,127,val,162,218
801,102,125,val,162,219
802,118,125,val,162,220
803,128,125,val,162,221
804,146,125,val,162,222
805,166,122,val,162,223
806,224,127,val,162,226
807,245,127,val,162,227
