,x,y,Set,Image,Point
0,57,333,val,160,0
1,75,331,val,160,1
2,91,331,val,160,2
3,107,332,val,160,3
4,123,332,val,160,4
5,141,331,val,160,5
6,157,333,val,160,6
7,172,332,val,160,7
8,187,335,val,160,8
9,202,333,val,160,9
10,219,328,val,160,10
11,236,329,val,160,11
12,250,331,val,160,12
13,264,330,val,160,13
14,279,331,val,160,14
15,296,335,val,160,15
16,313,335,val,160,16
17,329,335,val,160,17
18,57,315,val,160,18
19,75,309,val,160,19
20,90,315,val,160,20
21,106,317,val,160,21
22,125,317,val,160,22
23,143,318,val,160,23
24,158,319,val,160,24
25,173,322,val,160,25
26,188,324,val,160,26
27,203,320,val,160,27
28,221,311,val,160,28
29,236,316,val,160,29
30,251,313,val,160,30
31,265,311,val,160,31
32,281,313,val,160,32
33,298,312,val,160,33
34,314,312,val,160,34
35,330,311,val,160,35
36,56,298,val,160,36
37,89,301,val,160,38
38,107,304,val,160,39
39,126,305,val,160,40
40,144,306,val,160,41
41,160,307,val,160,42
42,174,312,val,160,43
43,186,311,val,160,44
44,202,297,val,160,45
45,220,289,val,160,46
46,235,300,val,160,47
47,251,297,val,160,48
48,266,294,val,160,49
49,283,295,val,160,50
50,298,294,val,160,51
51,316,294,val,160,52
52,331,292,val,160,53
53,106,291,val,160,57
54,126,292,val,160,58
55,144,295,val,160,59
56,158,296,val,160,60
57,172,295,val,160,61
58,185,291,val,160,62
59,201,277,val,160,63
60,217,272,val,160,64
61,235,282,val,160,65
62,251,279,val,160,66
63,268,278,val,160,67
64,282,277,val,160,68
65,299,277,val,160,69
66,315,277,val,160,70
67,332,275,val,160,71
68,57,286,val,160,72
69,75,285,val,160,73
70,92,281,val,160,74
71,109,278,val,160,75
72,126,276,val,160,76
73,143,280,val,160,77
74,157,279,val,160,78
75,171,274,val,160,79
76,184,270,val,160,80
77,199,256,val,160,81
78,217,256,val,160,82
79,234,263,val,160,83
80,250,262,val,160,84
81,267,261,val,160,85
82,283,261,val,160,86
83,299,261,val,160,87
84,316,261,val,160,88
85,333,259,val,160,89
86,58,266,val,160,90
87,75,265,val,160,91
88,92,262,val,160,92
89,110,261,val,160,93
90,126,261,val,160,94
91,141,261,val,160,95
92,155,259,val,160,96
93,169,255,val,160,97
94,182,252,val,160,98
95,198,239,val,160,99
96,216,241,val,160,100
97,234,246,val,160,101
98,249,246,val,160,102
99,266,244,val,160,103
100,283,245,val,160,104
101,299,245,val,160,105
102,316,244,val,160,106
103,333,243,val,160,107
104,57,246,val,160,108
105,75,246,val,160,109
106,92,244,val,160,110
107,109,244,val,160,111
108,124,244,val,160,112
109,141,243,val,160,113
110,155,241,val,160,114
111,169,239,val,160,115
112,183,237,val,160,116
113,213,225,val,160,118
114,234,231,val,160,119
115,250,230,val,160,120
116,266,228,val,160,121
117,283,228,val,160,122
118,300,228,val,160,123
119,315,228,val,160,124
120,332,227,val,160,125
121,57,229,val,160,126
122,75,226,val,160,127
123,92,225,val,160,128
124,108,225,val,160,129
125,124,227,val,160,130
126,141,227,val,160,131
127,156,225,val,160,132
128,170,224,val,160,133
129,182,220,val,160,134
130,233,217,val,160,137
131,249,214,val,160,138
132,265,213,val,160,139
133,282,212,val,160,140
134,299,212,val,160,141
135,317,211,val,160,142
136,333,211,val,160,143
137,56,209,val,160,144
138,75,209,val,160,145
139,92,210,val,160,146
140,108,212,val,160,147
141,125,212,val,160,148
142,142,211,val,160,149
143,156,211,val,160,150
144,170,210,val,160,151
145,186,207,val,160,152
146,216,207,val,160,154
147,234,203,val,160,155
148,250,201,val,160,156
149,267,200,val,160,157
150,282,198,val,160,158
151,300,199,val,160,159
152,316,196,val,160,160
153,331,195,val,160,161
154,57,194,val,160,162
155,75,194,val,160,163
156,93,196,val,160,164
157,110,197,val,160,165
158,126,198,val,160,166
159,141,198,val,160,167
160,156,197,val,160,168
161,171,195,val,160,169
162,186,189,val,160,170
163,218,192,val,160,172
164,235,191,val,160,173
165,252,188,val,160,174
166,267,186,val,160,175
167,283,185,val,160,176
168,301,184,val,160,177
169,317,182,val,160,178
170,332,181,val,160,179
171,56,179,val,160,180
172,76,179,val,160,181
173,93,181,val,160,182
174,109,182,val,160,183
175,125,181,val,160,184
176,140,179,val,160,185
177,155,178,val,160,186
178,169,177,val,160,187
179,217,177,val,160,190
180,236,176,val,160,191
181,252,174,val,160,192
182,269,173,val,160,193
183,284,173,val,160,194
184,303,171,val,160,195
185,316,168,val,160,196
186,331,168,val,160,197
187,56,162,val,160,198
188,75,162,val,160,199
189,94,163,val,160,200
190,110,164,val,160,201
191,125,162,val,160,202
192,140,161,val,160,203
193,155,160,val,160,204
194,168,159,val,160,205
195,216,162,val,160,208
196,234,160,val,160,209
197,251,159,val,160,210
198,268,158,val,160,211
199,286,158,val,160,212
200,301,158,val,160,213
201,316,154,val,160,214
202,330,153,val,160,215
203,57,145,val,160,216
204,75,144,val,160,217
205,93,145,val,160,218
206,110,144,val,160,219
207,125,145,val,160,220
208,140,143,val,160,221
209,154,142,val,160,222
210,167,141,val,160,223
211,215,146,val,160,226
212,233,145,val,160,227
213,251,143,val,160,228
214,268,142,val,160,229
215,285,144,val,160,230
216,301,143,val,160,231
217,316,139,val,160,232
218,330,138,val,160,233
219,57,127,val,160,234
220,75,127,val,160,235
221,93,128,val,160,236
222,109,126,val,160,237
223,123,125,val,160,238
224,138,124,val,160,239
225,152,125,val,160,240
226,167,124,val,160,241
227,216,132,val,160,244
228,233,129,val,160,245
229,249,127,val,160,246
230,267,126,val,160,247
231,285,127,val,160,248
232,300,127,val,160,249
233,316,123,val,160,250
234,330,124,val,160,251
235,57,112,val,160,252
236,76,111,val,160,253
237,93,109,val,160,254
238,107,107,val,160,255
239,122,106,val,160,256
240,136,105,val,160,257
241,151,106,val,160,258
242,166,107,val,160,259
243,215,116,val,160,262
244,232,112,val,160,263
245,249,110,val,160,264
246,267,108,val,160,265
247,285,109,val,160,266
248,299,109,val,160,267
249,314,106,val,160,268
250,330,107,val,160,269
251,57,96,val,160,270
252,74,92,val,160,271
253,92,92,val,160,272
254,106,89,val,160,273
255,121,89,val,160,274
256,135,89,val,160,275
257,149,89,val,160,276
258,166,89,val,160,277
259,214,100,val,160,280
260,232,96,val,160,281
261,248,93,val,160,282
262,266,91,val,160,283
263,285,94,val,160,284
264,300,91,val,160,285
265,315,87,val,160,286
266,331,90,val,160,287
267,56,82,val,160,288
268,74,75,val,160,289
269,89,76,val,160,290
270,104,73,val,160,291
271,120,72,val,160,292
272,135,73,val,160,293
273,151,75,val,160,294
274,213,85,val,160,298
275,231,81,val,160,299
276,246,76,val,160,300
277,266,75,val,160,301
278,283,77,val,160,302
279,299,74,val,160,303
280,315,68,val,160,304
281,331,74,val,160,305
282,56,67,val,160,306
283,86,60,val,160,308
284,103,55,val,160,309
285,119,59,val,160,310
286,135,57,val,160,311
287,151,62,val,160,312
288,213,68,val,160,316
289,228,66,val,160,317
290,263,63,val,160,319
291,284,60,val,160,320
292,299,57,val,160,321
293,316,55,val,160,322
294,331,58,val,160,323
295,59,333,val,161,0
296,76,331,val,161,1
297,90,331,val,161,2
298,107,332,val,161,3
299,125,333,val,161,4
300,142,332,val,161,5
301,159,333,val,161,6
302,174,335,val,161,7
303,189,336,val,161,8
304,203,336,val,161,9
305,221,331,val,161,10
306,236,330,val,161,11
307,250,329,val,161,12
308,265,330,val,161,13
309,281,331,val,161,14
310,297,334,val,161,15
311,315,334,val,161,16
312,330,336,val,161,17
313,57,316,val,161,18
314,75,309,val,161,19
315,90,315,val,161,20
316,107,318,val,161,21
317,125,320,val,161,22
318,143,321,val,161,23
319,160,320,val,161,24
320,173,324,val,161,25
321,189,325,val,161,26
322,203,322,val,161,27
323,221,313,val,161,28
324,236,317,val,161,29
325,251,313,val,161,30
326,265,311,val,161,31
327,281,312,val,161,32
328,298,311,val,161,33
329,317,311,val,161,34
330,333,311,val,161,35
331,57,299,val,161,36
332,89,300,val,161,38
333,107,304,val,161,39
334,125,306,val,161,40
335,144,308,val,161,41
336,161,309,val,161,42
337,174,312,val,161,43
338,187,311,val,161,44
339,203,299,val,161,45
340,220,294,val,161,46
341,236,301,val,161,47
342,252,297,val,161,48
343,266,293,val,161,49
344,283,294,val,161,50
345,299,293,val,161,51
346,315,294,val,161,52
347,332,292,val,161,53
348,105,292,val,161,57
349,125,293,val,161,58
350,144,296,val,161,59
351,159,295,val,161,60
352,172,295,val,161,61
353,186,292,val,161,62
354,201,278,val,161,63
355,218,275,val,161,64
356,235,281,val,161,65
357,251,279,val,161,66
358,266,276,val,161,67
359,282,277,val,161,68
360,300,277,val,161,69
361,315,276,val,161,70
362,332,275,val,161,71
363,58,284,val,161,72
364,74,285,val,161,73
365,90,283,val,161,74
366,108,278,val,161,75
367,125,278,val,161,76
368,142,282,val,161,77
369,157,280,val,161,78
370,171,275,val,161,79
371,184,270,val,161,80
372,199,257,val,161,81
373,216,258,val,161,82
374,234,264,val,161,83
375,250,263,val,161,84
376,267,262,val,161,85
377,283,261,val,161,86
378,299,261,val,161,87
379,316,260,val,161,88
380,332,259,val,161,89
381,58,267,val,161,90
382,74,265,val,161,91
383,91,262,val,161,92
384,109,261,val,161,93
385,125,262,val,161,94
386,141,262,val,161,95
387,156,260,val,161,96
388,169,256,val,161,97
389,183,251,val,161,98
390,197,239,val,161,99
391,215,242,val,161,100
392,233,247,val,161,101
393,250,247,val,161,102
394,266,245,val,161,103
395,283,244,val,161,104
396,301,245,val,161,105
397,316,243,val,161,106
398,334,243,val,161,107
399,57,246,val,161,108
400,74,246,val,161,109
401,92,244,val,161,110
402,108,244,val,161,111
403,124,244,val,161,112
404,141,243,val,161,113
405,156,241,val,161,114
406,168,239,val,161,115
407,182,236,val,161,116
408,213,225,val,161,118
409,232,232,val,161,119
410,249,231,val,161,120
411,266,229,val,161,121
412,282,228,val,161,122
413,300,228,val,161,123
414,316,228,val,161,124
415,332,227,val,161,125
416,57,228,val,161,126
417,74,226,val,161,127
418,90,224,val,161,128
419,107,225,val,161,129
420,124,227,val,161,130
421,141,227,val,161,131
422,155,224,val,161,132
423,170,222,val,161,133
424,183,220,val,161,134
425,232,218,val,161,137
426,249,216,val,161,138
427,265,214,val,161,139
428,282,213,val,161,140
429,300,213,val,161,141
430,316,212,val,161,142
431,334,212,val,161,143
432,56,210,val,161,144
433,74,208,val,161,145
434,91,209,val,161,146
435,108,211,val,161,147
436,124,211,val,161,148
437,141,211,val,161,149
438,156,211,val,161,150
439,170,209,val,161,151
440,185,207,val,161,152
441,215,206,val,161,154
442,233,203,val,161,155
443,250,201,val,161,156
444,265,200,val,161,157
445,283,198,val,161,158
446,301,198,val,161,159
447,316,196,val,161,160
448,331,196,val,161,161
449,57,194,val,161,162
450,74,193,val,161,163
451,92,194,val,161,164
452,109,196,val,161,165
453,125,197,val,161,166
454,140,196,val,161,167
455,156,196,val,161,168
456,170,194,val,161,169
457,185,189,val,161,170
458,216,190,val,161,172
459,235,191,val,161,173
460,251,188,val,161,174
461,267,186,val,161,175
462,283,186,val,161,176
463,301,184,val,161,177
464,317,182,val,161,178
465,331,181,val,161,179
466,57,178,val,161,180
467,75,177,val,161,181
468,92,180,val,161,182
469,109,180,val,161,183
470,125,181,val,161,184
471,139,180,val,161,185
472,155,178,val,161,186
473,168,177,val,161,187
474,217,176,val,161,190
475,235,175,val,161,191
476,252,174,val,161,192
477,269,173,val,161,193
478,284,173,val,161,194
479,301,172,val,161,195
480,316,168,val,161,196
481,330,167,val,161,197
482,56,160,val,161,198
483,76,161,val,161,199
484,93,162,val,161,200
485,110,163,val,161,201
486,124,162,val,161,202
487,139,161,val,161,203
488,153,159,val,161,204
489,167,159,val,161,205
490,216,160,val,161,208
491,234,160,val,161,209
492,252,159,val,161,210
493,267,158,val,161,211
494,285,159,val,161,212
495,301,157,val,161,213
496,316,154,val,161,214
497,331,152,val,161,215
498,56,143,val,161,216
499,74,143,val,161,217
500,93,144,val,161,218
501,109,145,val,161,219
502,124,145,val,161,220
503,139,144,val,161,221
504,153,143,val,161,222
505,167,142,val,161,223
506,215,145,val,161,226
507,233,144,val,161,227
508,251,143,val,161,228
509,268,141,val,161,229
510,285,143,val,161,230
511,301,143,val,161,231
512,315,138,val,161,232
513,330,137,val,161,233
514,57,126,val,161,234
515,75,127,val,161,235
516,93,127,val,161,236
517,108,127,val,161,237
518,123,126,val,161,238
519,137,127,val,161,239
520,152,126,val,161,240
521,166,126,val,161,241
522,215,130,val,161,244
523,233,128,val,161,245
524,250,126,val,161,246
525,268,125,val,161,247
526,286,127,val,161,248
527,302,127,val,161,249
528,316,121,val,161,250
529,331,123,val,161,251
530,56,110,val,161,252
531,76,110,val,161,253
532,93,109,val,161,254
533,107,107,val,161,255
534,121,107,val,161,256
535,136,107,val,161,257
536,151,107,val,161,258
537,166,107,val,161,259
538,214,115,val,161,262
539,232,111,val,161,263
540,248,109,val,161,264
541,267,107,val,161,265
542,286,110,val,161,266
543,300,109,val,161,267
544,314,104,val,161,268
545,331,106,val,161,269
546,56,96,val,161,270
547,75,92,val,161,271
548,91,91,val,161,272
549,106,90,val,161,273
550,120,89,val,161,274
551,134,90,val,161,275
552,149,90,val,161,276
553,165,91,val,161,277
554,214,100,val,161,280
555,232,94,val,161,281
556,249,91,val,161,282
557,266,91,val,161,283
558,284,94,val,161,284
559,300,91,val,161,285
560,315,86,val,161,286
561,331,88,val,161,287
562,56,79,val,161,288
563,74,74,val,161,289
564,89,76,val,161,290
565,103,73,val,161,291
566,118,73,val,161,292
567,133,73,val,161,293
568,148,74,val,161,294
569,164,74,val,161,295
570,213,84,val,161,298
571,230,80,val,161,299
572,246,78,val,161,300
573,265,76,val,161,301
574,284,78,val,161,302
575,300,74,val,161,303
576,315,69,val,161,304
577,332,72,val,161,305
578,59,68,val,161,306
579,86,59,val,161,308
580,102,57,val,161,309
581,118,58,val,161,310
582,132,57,val,161,311
583,150,60,val,161,312
584,212,68,val,161,316
585,229,65,val,161,317
586,264,63,val,161,319
587,285,61,val,161,320
588,299,58,val,161,321
589,315,55,val,161,322
590,331,57,val,161,323
591,59,332,val,162,0
592,75,332,val,162,1
593,88,330,val,162,2
594,106,332,val,162,3
595,122,333,val,162,4
596,139,333,val,162,5
597,156,332,val,162,6
598,172,334,val,162,7
599,189,335,val,162,8
600,202,334,val,162,9
601,220,330,val,162,10
602,235,330,val,162,11
603,250,330,val,162,12
604,265,331,val,162,13
605,281,332,val,162,14
606,297,334,val,162,15
607,315,333,val,162,16
608,332,334,val,162,17
609,55,315,val,162,18
610,73,308,val,162,19
611,87,313,val,162,20
612,105,317,val,162,21
613,123,319,val,162,22
614,141,319,val,162,23
615,158,319,val,162,24
616,174,324,val,162,25
617,187,324,val,162,26
618,202,320,val,162,27
619,220,313,val,162,28
620,236,317,val,162,29
621,251,313,val,162,30
622,265,312,val,162,31
623,280,311,val,162,32
624,298,312,val,162,33
625,315,312,val,162,34
626,333,310,val,162,35
627,56,296,val,162,36
628,87,300,val,162,38
629,106,303,val,162,39
630,124,304,val,162,40
631,142,306,val,162,41
632,158,306,val,162,42
633,174,309,val,162,43
634,186,310,val,162,44
635,201,298,val,162,45
636,218,294,val,162,46
637,236,300,val,162,47
638,251,296,val,162,48
639,266,293,val,162,49
640,282,294,val,162,50
641,298,294,val,162,51
642,317,295,val,162,52
643,333,292,val,162,53
644,105,290,val,162,57
645,124,290,val,162,58
646,143,294,val,162,59
647,158,294,val,162,60
648,171,295,val,162,61
649,183,289,val,162,62
650,199,278,val,162,63
651,216,275,val,162,64
652,234,281,val,162,65
653,250,279,val,162,66
654,265,276,val,162,67
655,282,277,val,162,68
656,300,276,val,162,69
657,316,276,val,162,70
658,333,276,val,162,71
659,57,284,val,162,72
660,73,284,val,162,73
661,90,281,val,162,74
662,107,276,val,162,75
663,125,275,val,162,76
664,142,280,val,162,77
665,156,278,val,162,78
666,169,273,val,162,79
667,183,266,val,162,80
668,196,258,val,162,81
669,213,258,val,162,82
670,233,264,val,162,83
671,250,262,val,162,84
672,266,261,val,162,85
673,283,260,val,162,86
674,299,261,val,162,87
675,316,260,val,162,88
676,333,260,val,162,89
677,56,265,val,162,90
678,74,264,val,162,91
679,91,262,val,162,92
680,108,260,val,162,93
681,124,259,val,162,94
682,140,262,val,162,95
683,155,257,val,162,96
684,168,253,val,162,97
685,181,247,val,162,98
686,195,240,val,162,99
687,212,241,val,162,100
688,231,245,val,162,101
689,250,246,val,162,102
690,265,244,val,162,103
691,283,243,val,162,104
692,300,245,val,162,105
693,316,244,val,162,106
694,334,245,val,162,107
695,56,246,val,162,108
696,75,245,val,162,109
697,92,244,val,162,110
698,108,242,val,162,111
699,124,242,val,162,112
700,140,241,val,162,113
701,156,238,val,162,114
702,168,235,val,162,115
703,182,229,val,162,116
704,195,222,val,162,117
705,210,225,val,162,118
706,230,229,val,162,119
707,247,228,val,162,120
708,265,228,val,162,121
709,282,228,val,162,122
710,300,229,val,162,123
711,317,229,val,162,124
712,333,228,val,162,125
713,57,227,val,162,126
714,74,225,val,162,127
715,92,223,val,162,128
716,108,224,val,162,129
717,125,224,val,162,130
718,141,224,val,162,131
719,156,221,val,162,132
720,170,218,val,162,133
721,182,213,val,162,134
722,209,212,val,162,136
723,229,214,val,162,137
724,247,213,val,162,138
725,263,211,val,162,139
726,281,212,val,162,140
727,299,214,val,162,141
728,316,212,val,162,142
729,333,212,val,162,143
730,57,208,val,162,144
731,75,208,val,162,145
732,92,209,val,162,146
733,110,209,val,162,147
734,126,209,val,162,148
735,142,208,val,162,149
736,157,206,val,162,150
737,171,204,val,162,151
738,184,202,val,162,152
739,212,200,val,162,154
740,229,198,val,162,155
741,245,197,val,162,156
742,262,197,val,162,157
743,281,197,val,162,158
744,300,198,val,162,159
745,316,197,val,162,160
746,332,196,val,162,161
747,56,194,val,162,162
748,74,194,val,162,163
749,93,194,val,162,164
750,111,195,val,162,165
751,126,196,val,162,166
752,141,194,val,162,167
753,157,192,val,162,168
754,170,190,val,162,169
755,183,187,val,162,170
756,215,188,val,162,172
757,232,186,val,162,173
758,247,184,val,162,174
759,262,182,val,162,175
760,282,182,val,162,176
761,300,184,val,162,177
762,316,182,val,162,178
763,332,181,val,162,179
764,56,179,val,162,180
765,75,178,val,162,181
766,94,179,val,162,182
767,110,179,val,162,183
768,126,180,val,162,184
769,141,177,val,162,185
770,156,174,val,162,186
771,168,172,val,162,187
772,182,170,val,162,188
773,215,174,val,162,190
774,232,173,val,162,191
775,248,170,val,162,192
776,263,168,val,162,193
777,282,170,val,162,194
778,301,170,val,162,195
779,316,167,val,162,196
780,331,167,val,162,197
781,56,162,val,162,198
782,75,162,val,162,199
783,93,161,val,162,200
784,110,161,val,162,201
785,125,161,val,162,202
786,140,159,val,162,203
787,154,157,val,162,204
788,167,155,val,162,205
789,180,151,val,162,206
790,215,159,val,162,208
791,230,159,val,162,209
792,248,155,val,162,210
793,263,154,val,162,211
794,283,156,val,162,212
795,301,156,val,162,213
796,316,153,val,162,214
797,331,152,val,162,215
798,56,145,val,162,216
799,75,144,val,162,217
800,93,143,val,162,218
801,110,144,val,162,219
802,124,142,val,162,220
803,139,142,val,162,221
804,153,140,val,162,222
805,166,138,val,162,223
806,214,145,val,162,226
807,232,143,val,162,227
808,247,140,val,162,228
809,263,139,val,162,229
810,283,141,val,162,230
811,300,142,val,162,231
812,315,137,val,162,232
813,331,138,val,162,233
814,56,128,val,162,234
815,75,126,val,162,235
816,93,126,val,162,236
817,109,125,val,162,237
818,123,125,val,162,238
819,138,124,val,162,239
820,151,123,val,162,240
821,164,122,val,162,241
822,214,129,val,162,244
823,233,127,val,162,245
824,247,124,val,162,246
825,265,123,val,162,247
826,284,125,val,162,248
827,300,125,val,162,249
828,316,120,val,162,250
829,331,123,val,162,251
830,57,111,val,162,252
